A	nida.;
REDAKTORLUQ	is.;
RƏDD	is.;
RƏDDEDİLMƏZ	sif.;
RƏDİF	is.;
RƏDİFLİ	sif.;
REDUKSİON	sif.;
REDUKSİYA-SOYUTMA	is.;
REDUKSİYJDİCİ	sif.;
REDUKTOR	is.;
REDUKTORALTI	sif.;
REDUKTORLU	sif.;
REDUT	is.;
RƏF	is.;
RƏFAQƏT	is.;
RƏFEDİCİ	f.;sif.;
REFERATİV	sif.;
REFERENSİYA	is.;
RƏFƏTƏ	is.;
RƏFİQ	is.;
RƏFİQANƏ	sif.;zer.;
RƏFİQƏ	is.;
RƏFİQƏLİK	is.;
RƏFİQLİK	is.;
REFLEKSİV	sif.;
REFLEKSİV, REFLEKTİV	sif.;
REFLEKSİVLİK	is.;
REFLEKSİYA	is.;
REFLEKSLƏNDİRİL	f.;
REFLEKSLƏNDİRİLMƏ	f.;
REFLEKSOGEN	is.;
REFLEKSOLOGİYA	is.;
REFLEKSOLOJİ	is.;
REFLEKSOLOQ	is.;
REFLEKSOMETR	is.;
REFLEKSOTERAPİYA	is.;
REFLEKSSİZ	sif.;
REFLEKSSİZLİK	is.;
REFLEKTİK	sif.;
REFLEKTİV	is.;
REFLEKTOMETR	is.;
REFLEKTOR	sif.;
REFLEKTORLU	sif.;
REFORMATOR	is.;
REFORMATORLUQ	is.;
REFRAKSİYA	is.;
REFRAKTOMETRİK	is.;
REFRAKTOMETRİYA	is.;
REFRAKTOR	is.;
REFRİJERATORLU	sif.;
RƏFTAR	is.;
RƏFTARLI	sif.;
RƏFTARSIZ	sif.;
RƏFTARSIZLIQ	is.;
RƏĞBƏT	is.;
RƏĞBƏTLƏNDİR	f.;
RƏĞBƏTLƏNDİRİL	f.;
RƏĞBƏTLƏNDİRİLMƏ	f.;
RƏĞBƏTLƏNDİRMƏ	f_is.;
RƏĞBƏTLƏNDİRMƏK	f.;
RƏĞBƏTLİ	sif.;
RƏĞBƏTLİLİK	is.;
RƏĞBƏTSİZ	sif.;
RƏĞBƏTSİZLİK	is.;
REGENERASİYA	is.;
REGENERAT	is.;
REGENERATİV	sif.;
REGENERATOR	is.;
REGENTLİK	is.;
REGİON	is.;
REGİONAL	sif.;
REGİONÇULUQ	is.;
REGİSTR	is.;
RƏĞMƏN	qo.;
RƏHAVİ	is.;
RƏHBƏR	is.;
RƏHBƏRLİK	is.;
RƏHBƏRLİKEDİCİ	sif.;
RƏHM	f.;is.;
RƏHMDİL	sif.;
RƏHMDİLLİ	sif.;
RƏHMDİLLİK	is.;
RƏHMƏT	is.;
RƏHMƏTLİK	is.;
RƏHMƏTÜLLAH	is.;
RƏHMKAR	sif.;
RƏHMKARLIQ	is.;
RƏHMLİ	sif.;
RƏHMLİLİK	is.;
RƏHMSİZ	sif.;zer.;
RƏHMSİZCƏ	zer.;
RƏHMSİZCƏSİNƏ	zer.;
RƏHMSİZLİK	is.;
RƏHN	is.;
RƏHNÜMA	is.;
RƏİS	is.;
RƏİSLİK	is.;
RƏİYYƏT	is.;
RƏİYYƏTLİK	is.;
REJİMLİ	sif.;
REJİSSORLUQ	is.;
REJİSSOR-MULTİPLİKATOR	is.;
REJİSSORSUZ	sif.;
REJİSSURA	top.;
REKAPİTULYASİYA	is.;
REKLAMÇI	is.;
REKLAMÇILIQ	is.;
REKLAMNƏŞR	is.;
REKLAM-PLAKAT	is.;
REKLAMVARI	sif.;
REKOMBİNASİYA	is.;
REKON	is.;
REKONKİSTA	is.;
REKONSTRUKSİYA	is.;
REKONVENSİYA	is.;
REKORDÇU	is.;
REKORDER	is.;
REKREASİYA	is.;
REKTİFİKASİYA	is.;
REKTİFİKASİYAÇI	is.;
REKTİFİKAT	is.;
REKTİFİKATOR	is.;
REKTORAT	is.;
REKTORLUQ	is.;
REKTOSKOP	is.;
REKTOSKOPİK	is.;
REKTOSKOPİYA	is.;
REKULTİVASİYA	is.;
REKUPERASİYA	is.;
REKUPERATİV	is.;
REKUPERATOR	is.;
REKURSİV	is.;
REKVİYEM	is.;
REKVİZİSİYA	is.;
RELAKSİYA	is.;
RELİKT	is.;
RELSÇƏKƏN	is.;
RELSDÜZƏN	is.;
RELS-FORMA	is.;
RELSLƏRARASI	sif.;
RELSLİ	sif.;
RELSSİZ	sif.;
RELSYAĞLAYAN	is.;
RELSYANI	sif.;
RELYEFLİ	sif.;
RƏMƏ	is.;
REMEDİUM	is.;
RƏMƏL	is.;
RƏML	is.;
RƏMLÇİ	is.;
RƏMMAL	is.;
RƏMMALLIQ	is.;
RƏMZ	is.;
RƏMZİ	sif.;
RƏNA	f.;is.;sif.;
RƏNALIQ	is.;
RƏNC	is.;
RƏNCBƏR	is.;
RƏNCBƏRLİK	is.;
RƏNCİDƏ	sif.;
RƏNCİDƏLİK	is.;
RƏNCİDƏQƏLB, RƏNCİDƏXATİR, RƏNCİDƏHAL	sif.;zer.;
RƏNDƏ	is.;
RƏNDƏÇİ	is.;
RƏNDƏLƏ	f.;
RƏNDƏLƏMƏ	f_is.;
RƏNDƏLƏMƏK	f.;
RƏNDƏLƏN	f.;
RƏNDƏLƏNMƏ	f_is.;
RƏNDƏLƏNMƏK	mech.;
RƏNDƏLƏT	f.;
RƏNDƏLƏTDİR	f.;
RƏNDƏLƏTDİRMƏ	f_is.;
RƏNDƏLƏTDİRMƏK	icb.;
RƏNDƏLƏTMƏ	f_is.;
RƏNDƏLƏTMƏK	icb.;
RƏNDƏLİ	sif.;
RENESSANS	is.;
RƏNG	is.;
RƏNGARƏNG	sif.;
RƏNGARƏNG, RƏNGBƏRƏNG	sif.;
RƏNGARƏNGLİ	sif.;
RƏNGARƏNGLİK	is.;
RƏNGARƏNGLİK, RƏNGBƏRƏNGLİK	is.;
RƏNGBƏRƏNG	sif.;
RƏNGBƏRƏNGLİ	sif.;
RƏNGBƏRƏNGLİK	is.;
RƏNGCƏ	zer.;
RƏNGÇƏKƏN	is.;
RƏNGÇİ	is.;
RƏNGDƏN-RƏNGƏ	zer.;
RƏNGDƏYİŞƏN	f_sif.;
RƏNGDƏYİŞMƏ	f.;
RƏNGGÖRMƏ	f.;
RƏNGİN	sif.;
RƏNGKAR	is.;
RƏNGKARLIQ	is.;
RƏNGLƏ	f.;
RƏNGLƏMƏ	f_is.;
RƏNGLƏMƏK	f.;
RƏNGLƏN	f.;
RƏNGLƏNDİR	f.;
RƏNGLƏNDİRİCİ	is.;
RƏNGLƏNDİRİL	f.;
RƏNGLƏNDİRİLMƏ	f.;
RƏNGLƏNDİRMƏ	f.;
RƏNGLƏNMƏ	f_is.;
RƏNGLƏNMƏK	mech.;
RƏNGLƏT	f.;
RƏNGLƏTDİRMƏ	f.;is.;
RƏNGLƏTDİRMƏK	icb.;
RƏNGLƏTMƏ	f_is.;
RƏNGLƏTMƏK	icb.;
RƏNGLƏYİCİ	sif.;
RƏNGLİ	sif.;
RƏNGLİLİK	is.;
RƏNGOTU	is.;
RƏNG-RÖVNƏQ	is.;
RƏNG-RUY	is.;
RƏNGSAZ	is.;
RƏNGSAZLIQ	is.;
RƏNGSAZXANA	is.;
RƏNGSEÇMƏ	f.;
RƏNGSİZ	sif.;
RƏNGSİZLƏŞ	f.;
RƏNGSİZLƏŞDİR	f.;
RƏNGSİZLƏŞDİRİL	f.;
RƏNGSİZLƏŞDİRİLMƏ	f.;
RƏNGSİZLƏŞDİRMƏ	f_is.;
RƏNGSİZLƏŞDİRMƏK	f.;
RƏNGSİZLƏŞMƏ	f.;is.;
RƏNGSİZLƏŞMƏK	f.;sif.;
RƏNGSİZLİK	is.;
RƏNGVERİCİ	sif.;
RƏNGVERMƏ	f.;
RƏNGVURAN	is.;
RENTGENLƏŞMƏ	f.;
RENTGENMETR	is.;
RENTGENODİAQNOSTİK	sif.;
RENTGENODİAQNOSTİKA	is.;
RENTGENODİASKOPİYA	is.;
RENTGENOFİZİOLOJİ	sif.;
RENTGENOFİZİOLOQ	is.;
RENTGENOFOTOMETR	is.;
RENTGENOFOTOMETRİYA	is.;
RENTGENOFOTOQRAFİYA	is.;
RENTGENOKİMOQRAF	is.;
RENTGENOKİMOQRAFİK	sif.;
RENTGENOKİMOQRAFİYA	is.;
RENTGENOKİNOMOTOQRAFİYA	is.;
RENTGENOLOJİ	sif.;
RENTGENOLÜMİNESSENSİYA	is.;
RENTGENOMETR	is.;
RENTGENOMETRİK	sif.;
RENTGENOMETRİYA	is.;
RENTGENOOPTİKA	is.;
RENTGENOQRAFİK	sif.;
RENTGENOQRAMMETRİYA	is.;
RENTGENOSEMİOPTİKA	is.;
RENTGENOSKOPİK	sif.;
RENTGENOSTRUKTUR	is.;
RENTGENOTEXNİK	is.;
RENTGENOTEXNİKA	is.;
RENTGENOTEXNİKİ	sif.;
RENTGEN-QURULUŞ	is.;
RENTGEN-SPEKTRAL	is.;
RENTGENTERAPİYA	is.;
REOLOGİYA	is.;
REOMETR	is.;
REOSKOP	is.;
REOSTATLI	sif.;
REPER	is.;
REPERFORATOR	is.;
REPERFOTRANSMİTTER	is.;
REPETİTOR	is.;
REPİTİSİYA	is.;
REPORTYORLUQ	is.;
REPRESSALİYA	is.;
REPRESSİYA	is.;
REPRESSOR	is.;
REPREZENTATİV	sif.;
REPREZENTATİVLİK	is.;
REPRİZA	is.;
REPRODUKSİYALI	sif.;
REPRODUKTİV	sif.;
REPROQRAFİYA	is.;
REPULSİYA	is.;
REPUTASİYA	is.;
RƏQABƏT	is.;
RƏQABƏTLİK	is.;
REQALİYA	is.;
REQBİÇİ	is.;
RƏQƏM	is.;
RƏQƏMHESABLAYICI	is.;
RƏQƏMLƏN	f.;
RƏQƏMLİ	sif.;
RƏQƏM-PROQRAM	is.;
RƏQİB	f.;is.;
RƏQİBLİK	is.;
RƏQİQ	is.;
RƏQİQLƏNDİR	f.;
RƏQİQLƏNDİRMƏ	f.;
REQLAMENTASİYA	is.;
REQLAMENTLƏŞDİRİL	f.;
REQLAMENTLƏŞDİRİLMƏ	f.;
REQLAMENTLƏŞDİRİLMİŞ	f.;
RƏQQAS	is.;
RƏQQASƏ	is.;
RƏQQASƏLİK	is.;
RƏQQASLI	sif.;
RƏQQASLIQ	is.;
RƏQQASVARI	sif.;
REQRESSİYA	is.;
RƏQS	is.;
RƏQSÇİLİK	is.;
RƏQSƏBƏNZƏR	sif.;
RƏQSETMƏ	f.;
REQULYATOR	is.;
RƏŞADƏT	is.;
RƏŞADƏTLİ	sif.;
RƏŞADƏTLİLİK	is.;
RƏŞƏ	is.;
RESEPTOR	is.;
RƏŞİD	is.;
RƏŞİDLİK	is.;
RƏSM	is.;
RƏSMÇİ	is.;
RƏSMÇİLİK	is.;
RƏŞMƏ	is.;
RƏSMƏN	zer.;
RƏSMETMƏ	f.;
RƏSMİ	ed.;sif.;zer.;
RƏSMİLƏŞ	f.;
RƏSMİLƏŞDİR	f.;
RƏSMİLƏŞDİRİL	f.;
RƏSMİLƏŞDİRİLMƏ	f_is.;
RƏSMİLƏŞDİRİLMƏK	mech.;
RƏSMİLƏŞDİRMƏ	f.;is.;
RƏSMİLƏŞDİRMƏK	f.;
RƏSMİLƏŞMƏ	f_is.;
RƏSMİLƏŞMƏK	f.;
RƏSMİLİK	is.;zer.;
RƏSMİYYƏT	is.;zer.;
RƏSMİYYƏTÇİ	is.;
RƏSMİYYƏTÇİLİK	is.;
RƏSMLİ	sif.;
RƏSM-SƏRGİ	is.;
RƏSMSEVƏRLƏR	is.;
RƏSMSİZ	sif.;
RƏSMXƏT	is.;
RESPİRASİYA	is.;
RESPİRATOR	is.;
RESPONDENT	is.;
RESPUBLİKAÇI	is.;
RESPUBLİKAÇI-LİBERAL	sif.;
RESPUBLİKAÇILIQ	is.;
RESPUBLİKADANKƏNAR	sif.;
RESPUBLİKALARARASI	sif.;
RESPUBLİKALI	sif.;
RƏŞQ	is.;
RƏSSAM	is.;
RƏSSAM-DEKORATOR	is.;
RƏSSAM-DİZAYNER	is.;
RƏSSAM-FANTAST	is.;
RƏSSAMLIQ	is.;
RƏSSAM-MULTİPLİKATOR	is.;
RƏSSAM-TAKSİDERMİST	is.;
RESSOR	is.;
RESTORANÇI	is.;
RESTORANÇILIQ	is.;
RESTORAN-MAĞAZA	is.;
RESTORAN-PAVİLYON	is.;
RESTRİKSİYA	is.;
RƏSUL	is.;
RESURS	is.;
RETRO	is.;
RETROLOGİYA	is.;
RETROMETR	is.;
RETUŞÇU	is.;
RETUŞLAMA	f_is.;
RETUŞLAMAQ	f.;
RƏVA	is.;
RƏVAC	sif.;
RƏVACLIQ	is.;
REVALVASİYA	is.;
RƏVAN	sif.;zer.;
RƏVANBƏXŞ	sif.;
RƏVANLIQ	is.;
REVANŞ	is.;
REVANŞİZM	is.;
RƏVAYƏT	is.;
RƏVAYƏTÇİ	is.;
RƏVAYƏTLƏŞ	f.;
REVERANS	is.;
REVERBERASİYA	is.;
REVMATİZMLİ	sif.;
REVYU	is.;
RƏXNƏ	is.;
RƏXNƏLƏNMƏ	f_is.;
RƏXNƏLƏNMƏK	f.;
RƏXNƏLƏNMİŞ	f_sif.;
RƏXT	is.;
RƏY	is.;
RƏYASƏT	is.;
RƏYASƏTPƏRƏST	sif.;
RƏYASƏTPƏRƏSTLİK	is.;
RƏYBƏRƏY	sif.;
RƏYÇİ	is.;
RƏYÇİLİK	is.;
REYESTR	is.;
REYHAN	is.;
REYHANİ	is.;
REYHANI	sif.;
REYHANLI	sif.;
RƏYİNCƏ	zer.;
REYSQABAĞI	sif.;
REYTİNQ	is.;
REYTUZ	is.;
RƏZALƏT	is.;
RƏZƏ	is.;
RƏZƏLİ	sif.;
REZERVASİYA	is.;
REZERVUAR	is.;
REZİDENSİYA	is.;
REZİDENT-ƏLAQƏLƏNDİRİCİ	is.;
REZİDENTLİK	is.;
RƏZİL	sif.;
RƏZİLLİK	is.;
REZİNÇİ	is.;
REZİNLƏNMİŞ	f_sif.;
REZİNLİ	sif.;
REZİNQARIŞDIRAN	is.;
REZİNQARIŞDIRICI	is.;
REZİN-TEXNİKİ	sif.;
REZONATOR	is.;
REZORSİN	is.;
REZULTANT	is.;
RİAL	is.;
RİAYƏT	is.;
RİAYƏTETMƏ	f_sif.;
RİAYƏTKAR	sif.;
RİAYƏTKARLIQ	is.;
RİAYƏTSİZLİK	is.;
RİCA	is.;
RİÇAL	is.;
RİCƏT	is.;
RİDİKÜL	is.;
RİFAH	is.;
RİKOŞET	is.;
RİND	is.;
RİQQƏT	is.;
RİQQƏTLƏ	zer.;
RİQQƏTLƏN	f_sif.;
RİQQƏTLƏNDİR	f_sif.;
RİQQƏTLƏNDİRMƏ	f_is.;
RİQQƏTLƏNDİRMƏK	f.;
RİQQƏTLƏNMƏ	f_is.;
RİQQƏTLƏNMƏK	f.;
RİQQƏTLİ	sif.;
RİŞ	is.;
RISA	f.;is.;
RISALAMA	f_is.;
RISALAMAQ	f.;
RİSALƏ	is.;
RİŞBABA	is.;
RİŞƏ	is.;
RİŞƏSİZ	sif.;
RİSKLİ	sif.;
RİSKLİLİK	is.;
RİSKSİZ	sif.;
RİŞTƏ	is.;zer.;
RİŞXƏND	is.;
RİŞXƏNDÇİ	is.;
RİŞXƏNDCİL	sif.;
RİŞXƏNDEDİCİ	sif.;
RİŞXƏNDLƏ	is.;
RİŞXƏNDLİ	sif.;
RİŞXƏNDYANA	sif.;
RİTMİK	sif.;
RİTMLİ	sif.;
RİTMLİLİK	is.;
RİTMSİZ	sif.;
RİTMSİZLİK	is.;
RİTORİK	sif.;
RİVANOL	is.;
RİYA	is.;
RİYAKAR	sif.;
RİYAKARCASINA	zer.;
RİYAKARLIQ	is.;
RİYASIZ	sif.;
RİYASIZLIQ	is.;
RİYAZƏT	is.;
RİYAZİ	sif.;
RİYAZİLƏŞDİRİL	f_sif.;
RİYAZİLƏŞDİRİLMƏ	f_sif.;
RİYAZİYYAT	is.;
RİYAZİYYATÇI	is.;
RİYAZİYYATÇILIQ	is.;
RİYAZİYYATÇI-MÜHƏNDİS	is.;
RİYAZİYYATÇI-PROQRAMLAŞDIRICI	sif.;
RİYAZİYYATLAŞMA	f_sif.;
RİYAZİYYATŞÜNAS	is.;
RİZ	is.;
RİZA	is.;
RİZAMƏNDLİK	is.;
RİZASIZ	sif.;
RİZƏ	f.;is.;sif.;zer.;
RİZQ	is.;
RİZVAN	is.;
ROBOT	is.;
ROBOTLAŞDIR	f_sif.;
ROBOTLAŞDIRIL	f_sif.;
ROBOTLAŞDIRILMIŞ	f_sif.;
ROBOTLAŞMIŞ	f_sif.;
ROK	is.;
ROLİK	is.;
ROMALI	is.;
ROMAN	f.;is.;
ROMANÇI	is.;
ROMANÇILIQ	is.;
ROMANİST	is.;
ROMANLAŞDIR	f_sif.;
ROMAN-QƏZET	is.;
ROMANTİK	sif.;
ROMANTİKA	f.;
ROMANTİKLƏŞDİRİLMƏ	f_is.;
ROMANTİKLƏŞDİRİLMƏK	mech.;
ROMANTİKLƏŞDİRMƏ	f_is.;
ROMANTİKLƏŞDİRMƏK	f.;
ROMBABƏNZƏR	sif.;
ROMBAOXŞAR	sif.;
ROMBAOXŞARLIQ	is.;
ROMBŞƏKİLLİ	sif.;
ROMBVARI	sif.;
ROMBVARİ	sif.;
ROMBVARILIQ	is.;
RONDO	is.;
RÖVNƏQ	f.;is.;
RÖVNƏQLƏNDİRMƏ	f_is.;
RÖVNƏQLƏNDİRMƏK	f.;
RÖVNƏQLƏNMƏ	f_is.;
RÖVNƏQLƏNMƏK	f.;
RÖVNƏQLİ	zer.;f.;is.;sif.;
RÖVŞƏN	sif.;
RÖVŞƏNLİK	is.;
RÖVZƏ	f.;is.;
RÖVZƏ	is.;
RÖVZƏXAN	is.;
RÖVZƏXANLIQ	is.;
RÖYA	is.;
ROZETKA	is.;
RUY	f.;is.;
RÜB	is.;
RUBA	is.;
RÜBAB	f.;is.;
RÜBABÇALAN	is.;
RÜBABÇI	is.;
RÜBAİ	is.;
RÜBAİYYAT	is.;
RÜBƏND	is.;
RÜBƏNDLİ	sif.;
RUBƏRU	zer.;
RÜBLÜK	sif.;
RUBRİKA	is.;
RÜCU	is.;
RÜFƏQA	f.;is.;
RÜFƏT	is.;
RUH	f.;is.;zer.;
RUHANİ	ed.;f.;is.;sif.;
RUHANİ	sif.;
RUHANİLİK	is.;
RUHANİYYƏT	is.;
RUHANİYYƏT	is.;
RUHƏN	zer.;
RUHİ	sif.;
RUHİ-RƏVAN	f.;is.;
RUHİYYATÇI	is.;
RUHLAN	f.;
RUHLANDIR	f.;
RUHLANDIRICI	sif.;
RUHLANDIRIL	f.;
RUHLANDIRILMA	f.;
RUHLANDIRMA	f_is.;
RUHLANDIRMAQ	f.;
RUHLANMA	f_is.;
RUHLANMAQ	f.;
RUHLU	sif.;
RUHNƏVAZ	sif.;
RUHOXŞAYAN	sif.;
RUHOXŞAYICI	sif.;
RUHPƏRVƏR	sif.;
RUHŞÜNAS	sif.;
RUHSUZ	zer.;sif.;
RUHSUZLUQ	is.;
RUHVERİCİ	sif.;zer.;
RÜKƏT	is.;
RÜKN	is.;mech.;
RÜKU	is.;
RUM	f.;
RUMBA	is.;
RUMIN	is.;
RUMINCA	sif.;zer.;
RUMKA	is.;
RUMLU	is.;
RÜMUZ	is.;
RUS	is.;
RUSCA	sif.;zer.;
RUSCA-AZƏRBAYCANCA	zer.;
RUSDİLLİ	sif.;
RÜŞDİYYƏ	is.;
RÜŞEYMCİK	is.;
RÜŞEYMLİ	sif.;
RÜŞEYMLİLİK	is.;
RÜŞEYMSİZ	sif.;
RÜŞEYMSİZLİK	is.;
RÜŞEYMXARİCİ	sif.;
RUSİST	is.;
RUSİYALI	f.;is.;sif.;
RUSİYAPƏRƏST	sif.;
RUSİZM	is.;
RUSLAŞ	f.;
RUSLAŞDIR	f.;
RUSLAŞDIRIL	f.;
RUSLAŞDIRILMA	f.;is.;
RUSLAŞDIRILMAQ	mech.;
RUSLAŞDIRMA	is.;
RUSLAŞDIRMAQ	f.;
RUSLAŞMA	f_is.;
RUSLAŞMAQ	f.;
RUSLAŞMIŞ	f.;
RUS-MÜSƏLMAN	is.;
RUSPƏRƏST	sif.;
RUSPƏRƏSTLİK	is.;
RUSŞÜNAS	is.;
RUSŞÜNASLIQ	is.;
RUS-TATAR	is.;
RUSTÜMBAZ	is.;
RÜSUM	is.;
RÜSUMAT	is.;
RÜSUMLU	sif.;
RÜSVAY	is.;
RÜSVAYLIQ	is.;
RÜSVAY	sif.;
RÜSVAYÇI	sif.;
RÜSVAYÇILIQ	is.;
RÜSVAYEDİCİ	sif.;
RÜSVAYLIQ	is.;
RÜŞVƏT	is.;
RÜŞVƏTÇİ	sif.;
RÜŞVƏTÇİLİK	is.;
RÜŞVƏTVERƏN	sif.;
RÜŞVƏTXOR	sif.;
RÜŞVƏTXOR, RÜŞVƏTÇİ	sif.;
RÜŞVƏTXORLUQ	is.;
RÜŞVƏTXORLUQ, RÜŞVƏTÇİLİK	is.;
RÜSXƏTNAMƏ	is.;
RÜTBƏ	is.;
RÜTBƏLİ	sif.;
RÜTBƏSİZ	sif.;
RÜTBƏSİZLİK	is.;
RUTİL	is.;
RÜTUBƏT	is.;
RÜTUBƏTƏDAVAMLI	sif.;
RÜTUBƏTKEÇİRMƏKLİK	is.;
RÜTUBƏTLƏN	f.;
RÜTUBƏTLƏNMƏ	f.;
RÜTUBƏTLƏNMƏK	f.;
RÜTUBƏTLİ	sif.;
RÜTUBƏTLİLİK	is.;
RÜTUBƏTÖLÇƏN	is.;
RÜTUBƏTSİZ	sif.;
RÜTUBƏTSİZLİK	is.;
RÜTUBƏTUDAN	is.;
RÜTUBƏTVERƏN	is.;
RÜX	is.;
RÜXSAR	is.;
RUZ	is.;
RUZİ	is.;
RUZİGAR	f.;is.;
RUZİSİZ	sif.;zer.;
RUZNAMƏ	is.;
RUZNAMƏÇİ	is.;
RUZNAMƏÇİLİK	is.;
SAAMLAR	is.;
SAAT	is.;
SAATBASAAT	zer.;
SAATBAŞI	zer.;
SAATHESABI	sif.;
SAATLARCA	zer.;
SAATLARLA	zer.;
SAATQABI	is.;
SAATSAZ	is.;
SAATSAZLIQ	is.;
SAATYARIMLIQ	sif.;
SAAT-ZƏNCİR	is.;
SABAH	is.;
SABAH-BİRİGÜN	zer.;
SABAHDAN	zer.;
SABAHGÜLÜ	is.;
SABAHI	zer.;
SABAHISI	zer.;
SABAHKI	sif.;zer.;
SABAHLIQ	f.;is.;sif.;
SABAH-SABAH	zer.;
ŞABALID	is.;
ŞABALIDI	sif.;
ŞABALIDLIQ	is.;
ŞABALIDSAÇ	sif.;
ŞABALIDYARPAQ	sif.;
ŞABAŞ	is.;
SABİQ	sif.;
SABİQƏN	zer.;
SABİT	sif.;
SABİTLƏŞ	f.;
SABİTLƏŞDİR	f.;
SABİTLƏŞDİRİCİ	sif.;
SABİTLƏŞDİRİL	f.;
SABİTLƏŞDİRİLMƏ	f_is.;
SABİTLƏŞDİRİLMƏK	mech.;
SABİTLƏŞDİRMƏ	f.;is.;
SABİTLƏŞDİRMƏK	t-li.;
SABİTLƏŞMƏ	f_is.;
SABİTLƏŞMƏK	f.;
SABİTLİK	is.;
SABİTQƏDƏM	sif.;
SABİTQƏDƏMLİK	is.;
SABİTSİZLƏŞDİRİLMƏ	f.;
SABİTTƏRKİBLİ	sif.;
ŞABLON	sif.;
ŞABLONLUQ	is.;
SABOTAJÇI	is.;
SABOTAJÇILIQ	is.;
SABOTAJLIQ	is.;
SABUN	is.;
SABUNAĞACI	is.;
SABUNBİŞİRƏN	is.;
SABUNBİŞİRMƏ	f.;
SABUNÇU	is.;
SABUNÇULUQ	is.;
SABUNLA	f.;
SABUNLAMA	f_is.;
SABUNLAMAQ	f.;
SABUNLAN	f.;
SABUNLANMA	f_is.;
SABUNLANMAQ	mech.;
SABUNLU	sif.;
SABUNLUQ	is.;
SABUNOTU	is.;
SABUNQABI	is.;
SABUNSUZ	sif.;
SAC	is.;
SAÇ	is.;
SAÇAQ	f.;is.;
SAÇAQLA	f.;
SAÇAQLAMA	f_is.;
SAÇAQLAMAQ	f.;
SAÇAQLAN	f.;
SAÇAQLANMA	f_is.;
SAÇAQLANMAQ	f.;
SAÇAQLI	sif.;
SAÇAQLILIQ	is.;
SAÇAQ-SAÇAQ	zer.;
SAÇAQSIZ	sif.;
SACARASI	sif.;
SACAYAĞI	is.;
SACAYAQ, SACAYAĞI	is.;
SAÇAYIRAN	is.;
SAÇBAĞI	ba.;is.;
SAÇ-BIĞ	is.;
SAÇ-BİRÇƏK	top.;
SAÇBURAN	is.;f_sif.;
SAÇDIRIL	f.;
SAÇDIRILMA	f.;
SAÇDÜZƏLDƏN	is.;f_sif.;
SAÇDÜZÜMÜ	is.;
SACİÇİ	is.;
SAÇIL	f.;
SAÇILMA	f_is.;
SAÇILMAQ	f.;
SAÇLA	f.;
SAÇLAMA	f_is.;
SAÇLAMAQ	f.;
SAÇLAN	f.;
SAÇLANMA	f_is.;
SAÇLANMAQ	f.;
SAÇLAŞ	f.;
SAÇLAŞMA	f_is.;
SAÇLAŞMAQ	qars.;
SAÇLI	sif.;
SAÇLI-BİRÇƏKLİ	sif.;
SAÇLILIQ	is.;
SAÇLI-SAÇAQLI	sif.;
SAÇLI-SAQQALLI	sif.;
SAÇMA	f_is.;
SAÇMALAMA	f_is.;
SAÇMALAMAQ	f.;
SAÇMAQ	f.;
SAÇQIRAN	is.;
SAÇQIRXAN	is.;
SAÇQURUDAN	is.;
SAÇ-SAQQAL	is.;
SAÇŞƏKİLLİ	sif.;
SAÇSIZ	sif.;
SAÇSIZLIQ	is.;
SAÇUZADAN	is.;
ŞAD	sif.;
SADAĞA	is.;
SADALA	f.;
SADALAMA	f_is.;
SADALAMAQ	f.;
SADALAN	f.;
SADALANMA	f_is.;
SADALANMAQ	mech.;
SADALATDIR	f.;
SADALATDIRMA	f.;
SADAQ	is.;
ŞADARA	is.;
ŞADARALAMA	f_is.;
ŞADARALAMAQ	f.;
ŞADARALANMA	f_is.;
ŞADARALANMAQ	mech.;
SADƏ	sif.;
SADƏCƏ	sif.;zer.;
SADƏCƏSİNƏ	zer.;
SADƏDİL	sif.;
SADƏDİLLİ	sif.;
SADƏDİLLİK	zer.;is.;
SADƏDİLLİKLƏ	zer.;
SADƏLƏŞ	f.;
SADƏLƏŞDİR	f.;
SADƏLƏŞDİRİL	f.;
SADƏLƏŞDİRİLMƏ	f_is.;
SADƏLƏŞDİRİLMƏK	mech.;
SADƏLƏŞDİRMƏ	f.;is.;
SADƏLƏŞDİRMƏK	f.;
SADƏLƏŞMƏ	f_is.;
SADƏLƏŞMƏK	f.;
SADƏLİK	f.;is.;
SADƏLÖVH	sif.;zer.;
SADƏLÖVHANƏ	zer.;
SADƏLÖVHCƏ	zer.;
SADƏLÖVHCƏSİNƏ	zer.;
SADƏLÖVHLƏŞ	f.;
SADƏLÖVHLƏŞMƏ	f.;
SADƏLÖVHLÜK	zer.;is.;
ŞADƏNƏ	sif.;
SADƏQƏLB	sif.;
SADƏQƏLBLİ	sif.;
SADƏQƏLBLİK	is.;
SADƏQƏLBLİKLƏ	zer.;
SADƏÜRƏKLİ	sif.;
SADƏÜRƏKLİLİK	is.;
SADİQ	sif.;
SADİQANƏ	zer.;
SADİQLİK	is.;
SADİST	is.;
SADİSTLİK	is.;
ŞAD-KAM	sif.;
ŞADLAN	f.;
ŞADLANDIR	f.;
ŞADLANDIRICI	sif.;
ŞADLANDIRIL	f.;
ŞADLANDIRILMA	f.;
ŞADLANDIRMA	is.;
ŞADLANDIRMAQ	f.;
ŞADLANMA	is.;
ŞADLANMAQ	f.;
ŞADLIQ	is.;
ŞADLIQLA	zer.;
ŞADMAN	sif.;zer.;
ŞADMANLIQ	is.;
ŞAD-ŞAD	zer.;
